"","county","state","trumptwoparty","median_house_inc","median_age","pct_female","pct_white","pct_black","pct_hispanic","pct_evangelical","unemployment","pct_manufacturing","pct_uninsured","pct_male_married","pct_female_married","pct_no_hs","pct_hs","pct_some_coll","pct_ba","pct_grad","pct_vet","pct_foreign_born","logtotalvotes"
"897","Grant County, Kentucky","KY",79.189366,44.824,36.700001,0.50400001,0.94199997,0.003,0.025,0.17,0.068000004,0.23800001,0.111,0.55400002,0.54299998,0.17399999,0.44800001,0.25299999,0.077,0.046999998,0.092,0.013,9.1652384
"898","Graves County, Kentucky","KY",79.297829,39.53,40.299999,0.51300001,0.87199998,0.050000001,0.059,0.36300001,0.071999997,0.161,0.117,0.55199999,0.52600002,0.175,0.36700001,0.285,0.105,0.068000004,0.086999997,0.032000002,9.7175198
"899","Grayson County, Kentucky","KY",80.752605,35.03,39.700001,0.50199997,0.95499998,0.012,0.012,0.15000001,0.093000002,0.223,0.13699999,0.56099999,0.54100001,0.229,0.42199999,0.25799999,0.045000002,0.046,0.093000002,0.0070000002,9.2663422
"900","Green County, Kentucky","KY",84.0123,34.982,44.200001,0.51099998,0.94599998,0.029999999,0.0020000001,0.47099999,0.090000004,0.236,0.112,0.58999997,0.51899999,0.21600001,0.46000001,0.222,0.061999999,0.039999999,0.082999997,0.012,8.5816689
"901","Greenup County, Kentucky","KY",73.578894,45.37,42.900002,0.51499999,0.963,0.0080000004,0.0099999998,0.25600001,0.101,0.094999999,0.126,0.57599998,0.55000001,0.142,0.37400001,0.315,0.109,0.059999999,0.090000004,0.0070000002,9.6975088
"902","Hancock County, Kentucky","KY",69.146824,50.476,41.599998,0.48699999,0.95999998,0.0099999998,0.014,0.43399999,0.059,0.368,0.085000001,0.57300001,0.56999999,0.118,0.46799999,0.30199999,0.071999997,0.039999999,0.112,0.0049999999,8.3652067
"903","Hardin County, Kentucky","KY",65.91959,50.765,35.700001,0.50099999,0.76499999,0.112,0.056000002,0.25099999,0.082000002,0.124,0.096000001,0.54400003,0.51300001,0.109,0.32100001,0.338,0.13,0.102,0.193,0.043000001,10.672577
"904","Harlan County, Kentucky","KY",86.934578,25.814,41,0.51099998,0.95200002,0.024,0.0080000004,0.23999999,0.097999997,0.052999999,0.145,0.56699997,0.49000001,0.28299999,0.35600001,0.244,0.066,0.050999999,0.079000004,0.0060000001,9.2833118
"905","Harrison County, Kentucky","KY",72.796679,35.681,41.900002,0.51200002,0.93800002,0.021,0.021,0.24699999,0.081,0.27000001,0.152,0.52600002,0.45300001,0.186,0.42500001,0.249,0.090999998,0.048999999,0.093999997,0.016000001,8.9594402
"906","Hart County, Kentucky","KY",75.460994,34.774,40.900002,0.50599998,0.92000002,0.046999998,0.016000001,0.17200001,0.096000001,0.233,0.156,0.597,0.53799999,0.27200001,0.41299999,0.211,0.059,0.045000002,0.075000003,0.0099999998,8.890686
"907","Henderson County, Kentucky","KY",64.449275,41.036,40.099998,0.51599997,0.87,0.071000002,0.022,0.292,0.079999998,0.15899999,0.105,0.53399998,0.493,0.14,0.366,0.32600001,0.1,0.068000004,0.088,0.013,9.8888817
"908","Henry County, Kentucky","KY",73.006499,46.495,41.299999,0.50199997,0.91799998,0.035,0.032000002,0.191,0.066,0.168,0.11,0.55800003,0.52499998,0.18799999,0.44600001,0.255,0.068999998,0.041999999,0.090000004,0.014,8.8747282
"909","Hickman County, Kentucky","KY",78.679961,41.218,47.700001,0.52399999,0.87599999,0.090999998,0.0099999998,0.338,0.088,0.148,0.13600001,0.551,0.47099999,0.192,0.412,0.30399999,0.052999999,0.039000001,0.106,0.0070000002,7.6764736
"910","Hopkins County, Kentucky","KY",77.99561,42.346,40.799999,0.514,0.88999999,0.059,0.017999999,0.34200001,0.067000002,0.14,0.122,0.56599998,0.50999999,0.155,0.39500001,0.29699999,0.085000001,0.067000002,0.089000002,0.0099999998,9.9205904
"911","Jackson County, Kentucky","KY",91.025877,29.826,39.799999,0.50199997,0.99599999,0,0.001,0.30500001,0.123,0.211,0.163,0.61500001,0.56999999,0.27900001,0.43399999,0.19,0.043000001,0.054000001,0.064000003,0.0040000002,8.6126852
"912","Jefferson County, Kentucky","KY",42.96661,48.695,37.900002,0.51700002,0.69499999,0.205,0.046999998,0.197,0.083999999,0.113,0.106,0.46000001,0.41600001,0.111,0.27500001,0.29899999,0.183,0.132,0.088,0.067000002,12.774504
"913","Jessamine County, Kentucky","KY",71.579242,50.558,37.400002,0.50999999,0.90399998,0.035999998,0.028999999,0.32600001,0.088,0.098999999,0.112,0.57800001,0.52600002,0.149,0.289,0.273,0.162,0.127,0.090999998,0.041999999,10.057323
"914","Johnson County, Kentucky","KY",86.549014,35.57,40.900002,0.51200002,0.977,0.0040000002,0.0049999999,0.29899999,0.090999998,0.037999999,0.108,0.583,0.55900002,0.229,0.373,0.28999999,0.055,0.052999999,0.082999997,0.0040000002,9.1665974
"915","Kenton County, Kentucky","KY",63.952243,54.296,36.400002,0.50700003,0.89200002,0.045000002,0.028999999,0.12800001,0.077,0.123,0.103,0.47600001,0.456,0.108,0.294,0.30899999,0.186,0.103,0.093000002,0.025,11.184394
"916","Knott County, Kentucky","KY",77.775794,30.411,40.799999,0.50400001,0.97500002,0.0080000004,0.0080000004,0.18700001,0.146,0.016000001,0.138,0.50999999,0.47299999,0.29499999,0.35100001,0.23199999,0.061999999,0.061000001,0.052000001,0.0040000002,8.6592131
"917","Knox County, Kentucky","KY",84.878927,26.599,39.200001,0.51300001,0.96200001,0.011,0.011,0.28600001,0.15700001,0.12,0.133,0.493,0.45899999,0.29699999,0.40700001,0.186,0.055,0.055,0.057999998,0.0070000002,9.3936615
"918","Larue County, Kentucky","KY",78.969884,38.578,40.599998,0.509,0.91900003,0.035,0.029999999,0.28200001,0.093000002,0.221,0.106,0.51800001,0.47099999,0.171,0.43099999,0.296,0.067000002,0.035999998,0.13,0.017000001,8.7588835
"919","Laurel County, Kentucky","KY",85.685754,36.02,38.5,0.50999999,0.95899999,0.0089999996,0.014,0.266,0.124,0.15000001,0.145,0.54100001,0.51800001,0.23899999,0.37900001,0.25999999,0.068000004,0.055,0.086999997,0.013,10.119928
"920","Lawrence County, Kentucky","KY",82.170278,35.935,40.299999,0.505,0.97799999,0.0020000001,0.0070000002,0.199,0.078000002,0.072999999,0.12800001,0.58899999,0.55599999,0.226,0.41499999,0.241,0.061999999,0.057,0.063000001,0.012,8.7064905
"921","Lee County, Kentucky","KY",82.890171,22.698,41.900002,0.47299999,0.96499997,0.0089999996,0.0080000004,0.168,0.122,0.102,0.13600001,0.403,0.49399999,0.28600001,0.42500001,0.20999999,0.034000002,0.045000002,0.079999998,0.0070000002,7.8887095
"922","Leslie County, Kentucky","KY",90.939975,25.872,42,0.50599998,0.986,0.0070000002,0.0040000002,0.199,0.17,0.034000002,0.121,0.48199999,0.509,0.34900001,0.338,0.227,0.052999999,0.033,0.055,0.0020000001,8.4100533
"923","Letcher County, Kentucky","KY",82.546687,30.333,41.599998,0.509,0.97899997,0.0020000001,0.0070000002,0.175,0.126,0.029999999,0.132,0.56699997,0.53799999,0.26499999,0.361,0.25600001,0.071000002,0.046999998,0.063000001,0.0070000002,9.1197586
"924","Lewis County, Kentucky","KY",84.751362,28.63,40.799999,0.5,0.98000002,0.003,0.0070000002,0.093000002,0.083999999,0.18099999,0.148,0.55599999,0.54500002,0.264,0.42199999,0.206,0.054000001,0.055,0.089000002,0.003,8.5750847
"925","Lincoln County, Kentucky","KY",79.734868,37.139,40.299999,0.51700002,0.94400001,0.027000001,0.016000001,0.26300001,0.105,0.161,0.148,0.55800003,0.52100003,0.22,0.44499999,0.229,0.066,0.041000001,0.079999998,0.003,9.1654472
"926","Livingston County, Kentucky","KY",80.098718,42.171,45.900002,0.50599998,0.963,0.0020000001,0.015,0.40000001,0.067000002,0.11,0.086000003,0.64300001,0.57999998,0.17,0.46900001,0.257,0.048999999,0.054000001,0.061999999,0.0060000001,8.4435463
"927","Logan County, Kentucky","KY",73.844111,38.57,40.5,0.505,0.88599998,0.064000003,0.027000001,0.45199999,0.077,0.257,0.14300001,0.51599997,0.528,0.21699999,0.403,0.248,0.082999997,0.050000001,0.082999997,0.011,9.2964268
"928","Lyon County, Kentucky","KY",72.743869,46.931,49,0.454,0.912,0.061999999,0.0070000002,0.18700001,0.075999998,0.147,0.11,0.433,0.51300001,0.124,0.38999999,0.308,0.103,0.075999998,0.13500001,0.014,8.2845039
"929","McCracken County, Kentucky","KY",69.459677,44.067,42.5,0.52100003,0.83700001,0.108,0.023,0.41,0.061000001,0.1,0.104,0.52499998,0.458,0.121,0.31299999,0.336,0.13600001,0.093999997,0.108,0.024,10.351597
"930","McCreary County, Kentucky","KY",88.301623,19.328,38.799999,0.45199999,0.89899999,0.056000002,0.022,0.142,0.19,0.149,0.118,0.42399999,0.53600001,0.27599999,0.405,0.249,0.032000002,0.037999999,0.07,0.0070000002,8.6614666
"931","McLean County, Kentucky","KY",77.386129,40.77,41.799999,0.505,0.96499997,0.0040000002,0.013,0.373,0.083999999,0.15700001,0.101,0.61699998,0.58600003,0.183,0.39899999,0.308,0.061000001,0.048,0.086999997,0.0099999998,8.4263926
"932","Madison County, Kentucky","KY",66.519988,42.39,33.900002,0.51499999,0.90100002,0.044,0.023,0.22,0.086000003,0.134,0.109,0.46399999,0.43399999,0.141,0.29499999,0.278,0.167,0.119,0.086999997,0.022,10.52865
"933","Magoffin County, Kentucky","KY",76.541233,28.5,41,0.498,0.995,0.001,0.003,0.26699999,0.122,0.082999997,0.13500001,0.54000002,0.51200002,0.31,0.37799999,0.226,0.039000001,0.046,0.037,0.0040000002,8.5401278
"934","Marion County, Kentucky","KY",65.658247,38.826,38.799999,0.493,0.87199998,0.085000001,0.025,0.13600001,0.092,0.27399999,0.098999999,0.51599997,0.48100001,0.184,0.44800001,0.234,0.081,0.052999999,0.082000002,0.018999999,9.0009766
"935","Marshall County, Kentucky","KY",77.041388,45.212,44.900002,0.50800002,0.97000003,0.0040000002,0.013,0.33199999,0.077,0.15099999,0.083999999,0.60000002,0.58099997,0.139,0.41,0.29300001,0.093000002,0.064999998,0.097999997,0.0089999996,9.7230444
"936","Martin County, Kentucky","KY",90.610451,25.795,38.099998,0.44400001,0.93199998,0.046999998,0.015,0.23199999,0.206,0.039999999,0.15099999,0.477,0.56099999,0.28099999,0.39500001,0.25799999,0.025,0.039999999,0.055,0.0060000001,8.2822304
"937","Mason County, Kentucky","KY",71.507084,38.824,41.099998,0.50999999,0.89600003,0.068000004,0.0040000002,0.249,0.061999999,0.146,0.111,0.54000002,0.52600002,0.168,0.38299999,0.289,0.075000003,0.085000001,0.086000003,0.0049999999,8.8844719
"938","Meade County, Kentucky","KY",74.105769,49.884,36.700001,0.49599999,0.889,0.037,0.039000001,0.21600001,0.115,0.123,0.125,0.565,0.57800001,0.13500001,0.398,0.31799999,0.083999999,0.064000003,0.185,0.017000001,9.4117289
"939","Menifee County, Kentucky","KY",74.169743,31.503,41.599998,0.48300001,0.96100003,0.0040000002,0.023,0.206,0.147,0.23,0.13600001,0.55900002,0.49900001,0.26100001,0.391,0.241,0.064999998,0.041999999,0.07,0.017000001,7.9298463
"940","Mercer County, Kentucky","KY",76.369017,42.083,42.599998,0.50599998,0.91600001,0.037999999,0.024,0.403,0.115,0.229,0.108,0.58600003,0.54400003,0.154,0.38800001,0.27000001,0.109,0.079000004,0.085000001,0.022,9.2671928
"941","Metcalfe County, Kentucky","KY",78.150886,32.294,43.400002,0.505,0.93900001,0.011,0.015,0.164,0.074000001,0.24699999,0.17,0.59399998,0.574,0.242,0.40900001,0.233,0.061000001,0.055,0.085000001,0.0080000004,8.4381504
"942","Monroe County, Kentucky","KY",87.681901,31.045,42.700001,0.50400001,0.93599999,0.026000001,0.029999999,0.23899999,0.094999999,0.198,0.106,0.57499999,0.54299998,0.252,0.41800001,0.18799999,0.081,0.059999999,0.082999997,0.021,8.5153913
"943","Montgomery County, Kentucky","KY",71.3274,39.275,38.799999,0.50800002,0.93099999,0.028999999,0.025,0.219,0.104,0.26499999,0.142,0.51899999,0.44999999,0.176,0.391,0.26199999,0.1,0.071000002,0.082000002,0.011,9.3459196
"944","Morgan County, Kentucky","KY",78.290892,29.707,40.700001,0.44299999,0.93599999,0.032000002,0.0099999998,0.182,0.096000001,0.111,0.112,0.48899999,0.55699998,0.273,0.36199999,0.24600001,0.066,0.050999999,0.052999999,0.0070000002,8.4711494
"945","Muhlenberg County, Kentucky","KY",74.165022,38.961,41.5,0.493,0.92400002,0.052000001,0.0049999999,0.45699999,0.103,0.17299999,0.126,0.56999999,0.53299999,0.22400001,0.421,0.25099999,0.050000001,0.054000001,0.082999997,0.0040000002,9.4773092
"946","Nelson County, Kentucky","KY",67.611378,49.298,37.900002,0.50599998,0.90700001,0.052000001,0.021,0.163,0.097999997,0.23100001,0.090999998,0.55800003,0.537,0.12800001,0.41999999,0.28999999,0.097000003,0.064999998,0.093999997,0.012,9.9428043
"947","Nicholas County, Kentucky","KY",71.31924,36.097,41.799999,0.51300001,0.96399999,0.015,0.0070000002,0.20100001,0.077,0.20299999,0.15899999,0.56999999,0.52399999,0.208,0.40700001,0.27399999,0.059999999,0.052000001,0.089000002,0.0049999999,7.9519114
"948","Ohio County, Kentucky","KY",79.245657,40.189,40.200001,0.50199997,0.94199997,0.014,0.037,0.296,0.096000001,0.245,0.107,0.57800001,0.56599998,0.21699999,0.428,0.25799999,0.052000001,0.045000002,0.086000003,0.015,9.2493687
"949","Oldham County, Kentucky","KY",66.594005,85.452,39.599998,0.472,0.88599998,0.041000001,0.037999999,0.134,0.043000001,0.134,0.054000001,0.55500001,0.597,0.078000002,0.23,0.29800001,0.241,0.153,0.093999997,0.035,10.399798
"950","Owen County, Kentucky","KY",77.907217,41.934,41.700001,0.509,0.95200002,0.016000001,0.025,0.31799999,0.086000003,0.177,0.089000002,0.54100001,0.54900002,0.161,0.47,0.24699999,0.082999997,0.039000001,0.079000004,0.0049999999,8.5173931
"951","Owsley County, Kentucky","KY",85.202312,20.985,43,0.53299999,0.95599997,0.011,0.0049999999,0.207,0.088,0.039999999,0.121,0.61699998,0.44999999,0.31999999,0.34599999,0.168,0.085000001,0.081,0.079999998,0.003,7.4725008
"952","Pendleton County, Kentucky","KY",79.819697,48.353,41.5,0.50099999,0.97100002,0.0060000001,0.011,0.208,0.064000003,0.183,0.086000003,0.565,0.546,0.161,0.479,0.252,0.071999997,0.035999998,0.068000004,0.003,8.7006807
"953","Perry County, Kentucky","KY",79.25005,32.667,41.400002,0.50599998,0.95899999,0.014,0.0060000001,0.221,0.139,0.024,0.141,0.56199998,0.51099998,0.26899999,0.322,0.26899999,0.072999999,0.067000002,0.07,0.0089999996,9.2659645
"954","Pike County, Kentucky","KY",82.186705,33.183,41.099998,0.51099998,0.972,0.0089999996,0.0080000004,0.25299999,0.107,0.057,0.112,0.56999999,0.523,0.26499999,0.36399999,0.23800001,0.066,0.067000002,0.059,0.0080000004,10.11314
"955","Powell County, Kentucky","KY",73.41693,29.736,38.400002,0.509,0.96799999,0.0040000002,0.013,0.124,0.082999997,0.205,0.126,0.45500001,0.45300001,0.259,0.40700001,0.204,0.061000001,0.068999998,0.066,0.011,8.5085564
"956","Pulaski County, Kentucky","KY",84.47805,34.79,42,0.50999999,0.94499999,0.0089999996,0.023,0.34999999,0.090999998,0.125,0.118,0.54900002,0.49399999,0.19,0.412,0.25299999,0.086000003,0.057999998,0.096000001,0.017000001,10.241423
"957","Robertson County, Kentucky","KY",77.37003,31.741,46.700001,0.50199997,0.991,0,0,0.315,0.067000002,0.23100001,0.092,0.56400001,0.498,0.25400001,0.361,0.22499999,0.097999997,0.061999999,0.079999998,0,6.9206715
"958","Rockcastle County, Kentucky","KY",85.97486,31.555,41.799999,0.509,0.977,0.0020000001,0.0060000001,0.25799999,0.11,0.20299999,0.106,0.54699999,0.56,0.241,0.43200001,0.229,0.046,0.052000001,0.082999997,0.0020000001,8.8085184
"959","Rowan County, Kentucky","KY",61.093402,36.86,32.200001,0.52100003,0.94300002,0.017000001,0.012,0.154,0.064999998,0.132,0.14,0.44100001,0.39399999,0.18000001,0.31,0.241,0.111,0.15800001,0.059999999,0.013,9.0879469
"960","Russell County, Kentucky","KY",86.26194,30.72,42.900002,0.51099998,0.94199997,0.003,0.035,0.36500001,0.118,0.20200001,0.146,0.52600002,0.47400001,0.252,0.366,0.25799999,0.067000002,0.057,0.074000001,0.015,9.0087137
"961","Scott County, Kentucky","KY",66.113234,63.027,35.799999,0.50700003,0.87400001,0.052000001,0.043000001,0.14399999,0.068999998,0.23800001,0.093000002,0.58700001,0.52700001,0.109,0.30700001,0.30599999,0.17200001,0.106,0.093000002,0.032000002,10.094108
"962","Shelby County, Kentucky","KY",67.769104,60.324,38.700001,0.51899999,0.80599999,0.071000002,0.088,0.222,0.057,0.145,0.124,0.58600003,0.53100002,0.138,0.31799999,0.30599999,0.141,0.096000001,0.086000003,0.067000002,9.9320745
"963","Simpson County, Kentucky","KY",70.308822,39.679,39.599998,0.50800002,0.85399997,0.103,0.02,0.30500001,0.07,0.25999999,0.12800001,0.50300002,0.54500002,0.155,0.426,0.26800001,0.102,0.048999999,0.077,0.012,8.9267836
"964","Spencer County, Kentucky","KY",78.929472,63,40.5,0.49900001,0.94599998,0.013,0.017999999,0.241,0.064000003,0.197,0.072999999,0.63200003,0.64899999,0.122,0.35600001,0.338,0.127,0.057999998,0.088,0.0099999998,9.1606245
"965","Taylor County, Kentucky","KY",76.519817,33.34,39.200001,0.51499999,0.90399998,0.039999999,0.021,0.322,0.096000001,0.156,0.14399999,0.48500001,0.42899999,0.175,0.40599999,0.26199999,0.081,0.077,0.064000003,0.016000001,9.3330889
"966","Todd County, Kentucky","KY",77.61066,40.497,36.900002,0.50099999,0.85399997,0.083999999,0.039999999,0.32100001,0.085000001,0.241,0.198,0.55800003,0.51700002,0.226,0.419,0.24699999,0.063000001,0.045000002,0.090999998,0.026000001,8.4719868
"967","Trigg County, Kentucky","KY",75.652039,44.083,45.099998,0.50999999,0.88300002,0.088,0.016000001,0.491,0.083999999,0.171,0.161,0.59600002,0.537,0.17299999,0.301,0.34900001,0.093999997,0.082000002,0.141,0.013,8.8174458
"968","Trimble County, Kentucky","KY",75.91781,47.409,41.099998,0.50300002,0.96399999,0,0.029999999,0.131,0.146,0.205,0.12800001,0.61699998,0.58899999,0.15899999,0.472,0.266,0.066,0.037,0.102,0.0049999999,8.2422295
"969","Union County, Kentucky","KY",77.934349,40.12,37.099998,0.48500001,0.82999998,0.12899999,0.017999999,0.26199999,0.078000002,0.12800001,0.14,0.45199999,0.50800002,0.168,0.40200001,0.317,0.061000001,0.052999999,0.082999997,0.0089999996,8.7340775
"970","Warren County, Kentucky","KY",62.825656,44.911,32.799999,0.51300001,0.80599999,0.093999997,0.048999999,0.236,0.079000004,0.161,0.117,0.486,0.45899999,0.127,0.30899999,0.28400001,0.17200001,0.109,0.072999999,0.089000002,10.78837
"971","Washington County, Kentucky","KY",73.863429,40.976,41.5,0.509,0.88300002,0.059,0.037,0.389,0.061000001,0.25299999,0.106,0.537,0.51599997,0.198,0.41600001,0.23999999,0.068000004,0.077,0.064999998,0.023,8.6369295
"972","Wayne County, Kentucky","KY",81.658548,28.573,42,0.50400001,0.93900001,0.021,0.028999999,0.245,0.126,0.236,0.125,0.47600001,0.498,0.289,0.37,0.241,0.044,0.057,0.075000003,0.011,8.9861965
"973","Webster County, Kentucky","KY",78.002483,38.917,39.700001,0.50099999,0.89200002,0.044,0.046,0.27599999,0.071999997,0.184,0.119,0.55800003,0.57200003,0.214,0.42300001,0.27200001,0.052999999,0.039000001,0.098999999,0.027000001,8.6664753
"974","Whitley County, Kentucky","KY",84.550416,31.014,37.099998,0.51099998,0.96100003,0.0089999996,0.0099999998,0.278,0.102,0.148,0.13,0.49900001,0.47099999,0.242,0.37099999,0.228,0.089000002,0.071000002,0.082000002,0.0070000002,9.5305376
"975","Wolfe County, Kentucky","KY",70.551425,20.504,41.799999,0.50999999,0.98299998,0.0040000002,0.0049999999,0.12,0.097000003,0.112,0.12,0.491,0.50400001,0.32600001,0.38499999,0.17,0.056000002,0.064000003,0.050999999,0,7.8766384
"976","Woodford County, Kentucky","KY",60.821807,58.75,41.900002,0.51599997,0.86299998,0.046999998,0.066,0.31099999,0.048,0.131,0.092,0.61199999,0.52600002,0.109,0.289,0.273,0.20200001,0.127,0.097999997,0.046,9.5151005
"977","Acadia Parish, Louisiana","LA",78.962684,37.649,35.700001,0.51700002,0.77700001,0.17399999,0.021,0.115,0.101,0.083999999,0.161,0.50199997,0.44600001,0.26199999,0.39199999,0.241,0.075999998,0.028999999,0.07,0.015,10.217896
"978","Allen Parish, Louisiana","LA",76.529586,40.948,38.5,0.42399999,0.70499998,0.199,0.039000001,0.34400001,0.089000002,0.079999998,0.139,0.39500001,0.44499999,0.206,0.44,0.237,0.068999998,0.048,0.083999999,0.032000002,9.1318378
"979","Ascension Parish, Louisiana","LA",68.688118,70.551,34.799999,0.505,0.69800001,0.21799999,0.050000001,0.113,0.064000003,0.12899999,0.113,0.56900001,0.51999998,0.119,0.34599999,0.27500001,0.189,0.071000002,0.072999999,0.029999999,10.909217
"980","Assumption Parish, Louisiana","LA",63.071865,49.167,39.299999,0.514,0.662,0.29899999,0.024,0.17900001,0.103,0.13,0.15099999,0.51599997,0.46700001,0.273,0.39500001,0.22499999,0.075000003,0.032000002,0.068000004,0.012,9.2968845
"981","Avoyelles Parish, Louisiana","LA",68.919754,33.739,38.200001,0.5,0.65799999,0.29800001,0.017000001,0.138,0.096000001,0.059999999,0.19,0.45500001,0.44,0.27599999,0.41299999,0.21699999,0.063000001,0.030999999,0.083999999,0.011,9.7163143
"982","Beauregard Parish, Louisiana","LA",83.644319,45.969,37.5,0.48899999,0.796,0.131,0.035,0.37200001,0.057,0.105,0.17,0.55199999,0.54799998,0.161,0.42699999,0.26100001,0.107,0.044,0.123,0.025,9.6209917
"983","Bienville Parish, Louisiana","LA",54.553378,32.876,42.299999,0.52100003,0.546,0.419,0.016000001,0.79299998,0.101,0.133,0.16599999,0.47400001,0.398,0.18000001,0.42699999,0.28099999,0.071000002,0.041000001,0.094999999,0.003,8.8543797
"984","Bossier Parish, Louisiana","LA",73.72753,52.892,34.700001,0.50599998,0.68300003,0.212,0.064000003,0.32300001,0.057,0.057,0.131,0.51200002,0.47,0.117,0.294,0.333,0.161,0.096000001,0.138,0.045000002,10.816733
"985","Caddo Parish, Louisiana","LA",47.815862,41.234,36.599998,0.52499998,0.46599999,0.477,0.027000001,0.41600001,0.07,0.063000001,0.16,0.42300001,0.366,0.141,0.329,0.292,0.15000001,0.088,0.097000003,0.021,11.569344
"986","Calcasieu Parish, Louisiana","LA",67.328888,45.312,36.099998,0.51200002,0.68699998,0.24699999,0.028999999,0.24600001,0.082999997,0.112,0.156,0.49700001,0.44999999,0.142,0.35800001,0.29300001,0.14399999,0.063000001,0.090999998,0.025,11.336009
"987","Caldwell Parish, Louisiana","LA",82.906723,33.294,39.900002,0.472,0.78799999,0.17399999,0.027000001,0.61299998,0.102,0.057999998,0.229,0.47499999,0.45199999,0.25299999,0.428,0.21799999,0.064000003,0.037,0.067000002,0.013,8.4536142
"988","Cameron Parish, Louisiana","LA",90.975136,64.231,42.599998,0.51200002,0.92199999,0.030999999,0.041999999,0.057999998,0.063000001,0.083999999,0.106,0.68400002,0.616,0.171,0.38499999,0.285,0.115,0.044,0.097000003,0.026000001,8.2139235
"989","Catahoula Parish, Louisiana","LA",72.464073,34.904,38.5,0.465,0.65799999,0.32100001,0.011,0.62699997,0.082999997,0.028999999,0.24600001,0.479,0.48500001,0.25099999,0.42199999,0.20299999,0.098999999,0.024,0.071000002,0.013,8.4879704
"990","Claiborne Parish, Louisiana","LA",56.886703,32.072,42.200001,0.428,0.46200001,0.5,0.014,0.56099999,0.13500001,0.13,0.171,0.35600001,0.389,0.23800001,0.40700001,0.227,0.086000003,0.041999999,0.075000003,0.0070000002,8.7673292
"991","Concordia Parish, Louisiana","LA",62.601441,29.654,38.299999,0.493,0.56999999,0.41100001,0.012,0.50300002,0.117,0.041999999,0.27500001,0.42300001,0.433,0.236,0.41299999,0.236,0.079999998,0.035999998,0.075999998,0.0049999999,9.0906553
"992","De Soto Parish, Louisiana","LA",60.968792,41.468,39.799999,0.51999998,0.57200003,0.377,0.027000001,0.58600003,0.093000002,0.104,0.15000001,0.50400001,0.42899999,0.19499999,0.412,0.273,0.085000001,0.035,0.102,0.012,9.5104446
"993","East Baton Rouge Parish, Louisiana","LA",45.15489,49.285,33.200001,0.51999998,0.45899999,0.45300001,0.039000001,0.206,0.075999998,0.072999999,0.12800001,0.41299999,0.37,0.106,0.26699999,0.28600001,0.21600001,0.125,0.067000002,0.052000001,12.188372
"994","East Carroll Parish, Louisiana","LA",36.555058,21.099,33.299999,0.43000001,0.28099999,0.69700003,0.013,0.68400002,0.192,0.104,0.219,0.27700001,0.28600001,0.31200001,0.38499999,0.215,0.066,0.022,0.054000001,0.0049999999,7.9858246
"995","East Feliciana Parish, Louisiana","LA",56.803346,45.52,41.799999,0.463,0.528,0.447,0.013,0.375,0.064999998,0.108,0.134,0.40900001,0.44400001,0.18099999,0.435,0.26100001,0.089000002,0.034000002,0.081,0.0060000001,9.2145319
"996","Evangeline Parish, Louisiana","LA",71.114773,30.009,35.799999,0.491,0.67500001,0.27700001,0.028000001,0.176,0.104,0.086999997,0.148,0.46700001,0.40700001,0.30599999,0.34599999,0.222,0.093000002,0.033,0.071999997,0.023,9.6079073
"997","Franklin Parish, Louisiana","LA",72.217298,30.275,37.900002,0.514,0.65899998,0.32699999,0.0040000002,0.66600001,0.115,0.048999999,0.223,0.463,0.39500001,0.26699999,0.403,0.221,0.064000003,0.045000002,0.077,0.0020000001,9.1228199
"998","Grant Parish, Louisiana","LA",86.249852,39.914,37.599998,0.44,0.764,0.141,0.061999999,0.46599999,0.092,0.094999999,0.147,0.417,0.52100003,0.215,0.42300001,0.27599999,0.059999999,0.026000001,0.086000003,0.033,9.0848904
"999","Iberia Parish, Louisiana","LA",66.146642,45.261,35.799999,0.51300001,0.597,0.31400001,0.037,0.114,0.106,0.097999997,0.164,0.47299999,0.44800001,0.22499999,0.421,0.22400001,0.090000004,0.041000001,0.079999998,0.037999999,10.387579
"1000","Iberville Parish, Louisiana","LA",46.791103,45.117,38.400002,0.49000001,0.47799999,0.47999999,0.024,0.204,0.079000004,0.14,0.12899999,0.414,0.38,0.237,0.38299999,0.249,0.089000002,0.041999999,0.057999998,0.0070000002,9.6830282
"1001","Jackson Parish, Louisiana","LA",70.730704,38.029,39.599998,0.486,0.66500002,0.30199999,0.015,0.81300002,0.068999998,0.154,0.14399999,0.47099999,0.44999999,0.20999999,0.419,0.241,0.083999999,0.046,0.094999999,0.0089999996,8.9178467
"1002","Jefferson Parish, Louisiana","LA",57.67746,47.947,38.700001,0.51499999,0.54400003,0.259,0.13600001,0.145,0.067000002,0.064000003,0.164,0.461,0.403,0.155,0.31099999,0.28799999,0.16500001,0.082000002,0.068999998,0.121,12.109776
"1003","Jefferson Davis Parish, Louisiana","LA",77.769756,39.063,38.400002,0.505,0.78200001,0.171,0.021,0.20100001,0.092,0.063000001,0.138,0.50199997,0.43200001,0.212,0.41100001,0.237,0.097000003,0.041999999,0.090999998,0.0070000002,9.5664053
"1004","Lafayette Parish, Louisiana","LA",67.572653,51.869,34,0.51200002,0.66600001,0.255,0.043000001,0.066,0.063000001,0.068000004,0.146,0.47099999,0.42199999,0.13699999,0.287,0.27599999,0.208,0.092,0.077,0.041999999,11.567442
